上尾	普通科	 195 	 240 
上尾鷹の台	普通科	 75 	 230 
上尾橘	普通科	 16 	 111 
上尾南	普通科	 107 	 253 
朝霞	普通科	 254 	 319 
朝霞西	普通科	 171 	 309 
伊奈学園総合	普通科	 603 	 773 
入間向陽	普通科	 180 	 316 
岩槻	普通科	 164 	 278 
岩槻北陵	普通科	 18 	 137 
浦和	普通科	 180 	 358 
浦和北	普通科	 244 	 314 
浦和第一女子	普通科	 287 	 358 
浦和西	普通科	 311 	 360 
浦和東	普通科	 189 	 314 
大宮	普通科	 259 	 320 
大宮光陵	普通科	 147 	 192 
大宮東	普通科	 147 	 268 
大宮南	普通科	 256 	 352 
大宮武蔵野	普通科	 63 	 212 
小川	普通科	 78 	 195 
桶川	普通科	 178 	 306 
桶川西	普通科	 46 	 182 
越生	普通科	 7 	 73 
春日部	普通科	 230 	 356 
春日部女子	普通科	 245 	 284 
春日部東	普通科	 262 	 306 
川口	普通科	 226 	 322 
川口北	普通科	 316 	 358 
川口青陵	普通科	 86 	 301 
川口東	普通科	 119 	 261 
川越	普通科	 247 	 395 
川越女子	普通科	 339 	 393 
川越西	普通科	 140 	 307 
川越初雁	普通科	 43 	 183 
川越南	普通科	 289 	 358 
北本	普通科	 41 	 159 
久喜	普通科	 180 	 276 
熊谷	普通科	 209 	 319 
熊谷女子	普通科	 290 	 316 
熊谷西	普通科	 231 	 280 
栗橋北彩	普通科	 31 	 206 
鴻巣	普通科	 99 	 197 
鴻巣女子	普通科	 18 	 110 
越ヶ谷	普通科	 293 	 316 
越谷北	普通科	 282 	 319 
越谷西	普通科	 225 	 319 
越谷東	普通科	 101 	 277 
越谷南	普通科	 298 	 356 
児玉	普通科	 9 	 84 
坂戸	普通科	 255 	 316 
坂戸西	普通科	 158 	 309 
狭山清陵	普通科	 68 	 215 
志木	普通科	 110 	 264 
庄和	普通科	 66 	 186 
白岡	普通科	 68 	 175 
進修館	普通科	 19 	 40 
杉戸	普通科	 234 	 315 
草加	普通科	 274 	 354 
草加西	普通科	 73 	 234 
草加東	普通科	 151 	 317 
草加南	普通科	 146 	 245 
秩父	普通科	 145 	 227 
鶴ヶ島清風	普通科	 50 	 201 
所沢	普通科	 281 	 353 
所沢北	普通科	 290 	 319 
所沢中央	普通科	 152 	 314 
所沢西	普通科	 222 	 313 
豊岡	普通科	 196 	 315 
南稜	普通科	 208 	 321 
新座	普通科	 32 	 159 
新座柳瀬	普通科	 70 	 216 
蓮田松韻	普通科	 53 	 183 
鳩ヶ谷	普通科	 74 	 155 
鳩山	普通科	 7 	 62 
羽生第一	普通科	 105 	 200 
飯能	普通科	 81 	 228 
飯能南	普通科	 20 	 144 
日高	普通科	 19 	 116 
深谷	普通科	 57 	 207 
深谷第一	普通科	 166 	 282 
富士見	普通科	 67 	 214 
ふじみ野	普通科	 55 	 147 
不動岡	普通科	 288 	 319 
本庄	普通科	 252 	 321 
松伏	普通科	 24 	 147 
松山	普通科	 203 	 275 
松山女子	普通科	 255 	 319 
三郷	普通科	 41 	 169 
三郷北	普通科	 112 	 265 
宮代	普通科	 50 	 167 
妻沼	普通科	 9 	 90 
八潮	普通科	 40 	 164 
八潮南	普通科	 22 	 74 
与野	普通科	 288 	 357 
和光	普通科	 30 	 167 
和光国際	普通科	 195 	 240 
鷲宮	普通科	 96 	 257 
蕨	普通科	 308 	 347 
さいたま市立浦和	普通科	 320 	 364 
さいたま市立浦和南	普通科	 261 	 315 
さいたま市立大宮北	普通科	 258 	 304 
川口市立	普通科	 349 	 430 
川越市立川越	普通科	 91 	 142 
春日部女子	外国語科	 35 	 38 
越谷南	外国語科	 35 	 39 
坂戸	外国語科	 34 	 37 
草加南	外国語科	 21 	 37 
南稜	外国語科	 27 	 38 
不動岡	外国語科	 36 	 40 
和光国際	外国語科	 73 	 81 
蕨	外国語科	 36 	 38 
大宮	理数科	 33 	 41 
熊谷西	理数科	 28 	 40 
越谷北	理数科	 34 	 40 
所沢北	理数科	 35 	 39 
松山	理数科	 35 	 41 
さいたま市立大宮北	理数科	 30 	 39 
川口市立	理数科	 34 	 39 
浦和ルーテル学院	普通科	 48 	 62 
秋草学園	普通科	 232 	 300 
浦和明の星女子	普通科	 134 	 167 
浦和学院	普通科	 808 	 951 
浦和実業学園	普通科	 348 	 489 
浦和麗明	普通科	 350 	 438 
叡明	普通科	 416 	 558 
大妻嵐山	普通科	 86 	 96 
大宮開成	普通科	 407 	 452 
開智	普通科	 458 	 592 
開智未来	普通科	 160 	 185 
春日部共栄	普通科	 416 	 551 
川越東	普通科	 391 	 471 
慶應義塾志木	普通科	 254 	 255 
国際学院	普通科	 25 	 35 
埼玉栄	普通科	 391 	 499 
埼玉平成	普通科	 192 	 270 
栄北	普通科	 304 	 329 
栄東	普通科	 319 	 466 
狭山ヶ丘	普通科	 278 	 344 
自由の森学園	普通科	 69 	 194 
秀明	普通科	 56 	 75 
秀明英光	普通科	 250 	 400 
淑徳与野	普通科	 326 	 346 
城西大学付属川越	普通科	 158 	 183 
正智深谷	普通科	 334 	 422 
昌平	普通科	 455 	 528 
城北埼玉	普通科	 108 	 180 
西武学園文理	普通科	 197 	 264 
西武台	普通科	 353 	 475 
聖望学園	普通科	 250 	 305 
東京成徳大学深谷	普通科	 194 	 297 
東京農業大学第三	普通科	 302 	 344 
獨協埼玉	普通科	 291 	 333 
花咲徳栄	普通科	 403 	 503 
東野	普通科	 208 	 318 
武南	普通科	 406 	 512 
星野	普通科	 736 	 804 
細田学園	普通科	 234 	 319 
本庄第一	普通科	 225 	 359 
本庄東	普通科	 433 	 498 
武蔵越生	普通科	 222 	 331 
山村学園	普通科	 432 	 526 
山村国際	普通科	 262 	 359 
立教新座	普通科	 301 	 329 
早稲田大学本庄高等学院	普通科	 322 	 322 
西武学園文理	外国語科	 19 	 24 
西武学園文理	理数科	 19 	 27 
